id,comment
0,Have you ever had one of those days where you don't feel like talking to anyone? I'm having one of those days today. 
0,have you ever heard of flesh eating mosquitos? I just did 
0,Have you ever left the Bay Area at midnight with a 16 foot truck filled with art? I have 
0,Have you ever realized you never fully have everything you want?  feelin' down.
0,Have you ever seen a &quot;Baby on Board&quot; sign on a speeding car?! Poor kids.... 
0,Have you ever used.. Garnier whitening cream? I'm so random I'm sorry  )
0,Have you ever wondered &quot;What am I creating for Love?&quot;  Pheeeeeeew try to sleep on that one ! ...........  
0,have you felt a sense of overwhelming uselessness? i feel like crap. 16 going on 60 
0,have you heard about the grossest thing that's happened to me? well it happened again today 
0,have you heard that bird is the word? it is - and it's also stuck in my head  http://bit.ly/7jHhz
0,''Have you seeeeeeen?'' colour are splitting up 
0,Have Zero time to be on twitter today/this week!  But am logging on quickly for a few minutes so followers will not feel I'm a dead end!
0,haven 't tweeted all day ; i been in the bed sick 
0,havent ate all day  cold sore inside my lip.
0,haven't been able to sleep  wish i could erase time.
0,"Haven't been able to talk to him all weekend, and now he's off seeing Angels &amp; Demons "
0,haven't been around for a while - been busy packing up my life in cardiff  only a couple of days left here now 
0,havent been feeling well and trying to get  better 
0,"Havent been here 3 weekends in a row, kinda out of touch "
0,havent been on all day  hanging out with my mommy&lt;3
0,Haven't been on here in forever ~ Just busy and i'm not sure I like the new way twitter is set-up  Oh well ~ how's everyone else doing??
0,havent been on in a while..... sad ..... very sad 
0,haven't been on twitter for a very long time. nyehku 
0,"Gonna discover the power of ableton,still need female vocalist "
0,Gonna do some exercise  don't really feel like bit I guess I've got to
0,gonna do the rest of my homework now! 
0,"gonna dream about my prince charming tonight, n see if everything goes back to normal. I really hope so   &lt;3"
0,Gonna dye my hair plain blackk  Shit school U_U
0,gonna eat grass for the whole of this month... 
0,gonna finally go to sleep--hello almost 4am! 
0,Gonna finish watchin Australia's NTM. then on to washing dishes  whos havin more fun than me today?fill me in xxx
0,"Gonna get heat for this, but Dumars made the right call in trading Chauncey. He choked. Again. Story of his life. "
0,Gonna get out of bed and see da world... My ears are still sore from da plane vibes  tweet later @rhettroberts
0,Gonna get the link 2 my vid 4 u guys as soon as i figure out wuts wrong with my dang laptop 
0,havent been on twitter for a while. im a twitter noob 
0,Havent been on Twitter in like 2 days which is a record for me haha but work is keeping me busy! Ugh! 
0,Haven't been on WoW since March. Midsummer Fire Festival's just begun. Need money 
0,havent been online ..  cus i was studyin ..  but now since there aint no more papers ! IM FREE ! xD
0,haven't been online in a VERY long time. stupid work makes me have no social life. 
0,Haven't been to city in awhile I guess..some familiar spots have disappeared 
0,"Haven't been tweeting so much lately, kind of makes me sad "
0,"havent been twittering as much lately  ... BUT will be again, i gots me a new phone "
0,havent been twittering in awhile  busy at work .. 
0,Haven't been up this early in a loonnnggg time... 
0,Havent been well this weekend 
0,Haven't completed any study what so ever !  &amp; I'm extremely tired off to bed for me
0,haven't discussed my design wid sir today als.. he was busy.. but somethin wrong wid him.. he wasn't in a good mood today(everyday).. 
0,Haven't done any revision  going to town now see ya
0,"haven't even had time to twitt theese last few days, insane! "
0,haven't even started the grading I'd planned    I am so far behind it isn't funny. Going to bed now anyway.
0,"Haven't exercised today, now I feel like the biggest piece of lard in the world! "
0,haven't felt so bad in who knows how long. I like almost died of abdominal pain and such after lunch. Don't know what did it though 
0,Haven't felt this sick in a long time. Nausea fatigue body aches runny nose. I feel very very bad &amp; can't get better. 
0,haven't finished my calculus project! ugh 
0,haven't got energy to do any work 
0,haven't got maths result for the first one yet but non cal. exam was EPIC FAIL!  17/20 T_T
0,"haven't got my sister a bday present yet, gotta do that today. But i'm sick and she's picky "
0,Haven't gotten out of my pjs today... Not feeling good 
0,"havent gottten to see or talk to my boyfriend in two days, im not liking this summerball thing "
0,Gonna get up real early tomorrow   7:30 AM
0,gonna go and prepare to go out..still have to find the keys from my motorbike anyway!already checked the fridge..not there 
0,Gonna go do yard work what fun that should be  its hot outside
0,gonna go get dressed to go gorrecy shopping  anyone wanna go for me??
0,Gonna go horseridng now. Fabius is kinda ill though. 
0,Gonna go see my kid capri (keith) w/ my mom n danny 
0,Gonna go see my orthodontist now  I'm very scared.
0,gonna go start revising for a science test tomorrow  it's nearly 11pm. lovely.
0,gonna go take a shower and go to bed. long day tmm...no wrestling shows tonight.  watched monday night raw and it was amazing!!
0,gonna go to bed cos im tired and sad and heaps bored and upset and completely DREDDING tomorrow ahh  R.I.P Charlie We will all remember u
0,gonna go to bed now.. gotta wake up early  My weekends are suppose to be for sleeping in.....
0,"gonna go to bed, feel really sick "
0,Gonna go to boot camp without Megan 
0,gonna go to my night class nw!  i dnt wanna go...
0,gonna go to school now- ER... no school- but BJS - that's not much better.... 
0,"Gonna go to the gym...  Have to do something about the little beer gut. Was it worth it? No, drank a bunch of shitty beer..."
0,"gonna go walk the dog, can't believe its school tomorow "
0,Gonna go watch deal or no deal. don't feel very well today 
0,Gonna go work on some homework problems... 
0,Gonna go work out with bro for the last time 
0,gonna have a boring second weekend alone! booooooooo  &lt;3 you karl xxx
0,"gonna have a quick nap now.maybe I should resituate in BS.maybe not.god,I so don't know "
0,gonna have to be another beach day! 5 hours of on/off sleep due to music next door. dont think today will be as good as yesterday 
0,"gonna have to eat something, I feel so horrid.  I need a hug!"
0,haven't had a 5 in a while   wally's freakin &amp; i'm busy telling my weepy neighbor its not the big one
0,Haven't had a chance to hook up my page yet. Got too much work to do. 
0,"Haven't had a cigarette for two weeks, feel like pulling the head off a baby rabbit "
0,"Haven't had a good week this week  feel very low, like i'm losing the plot!!!"
0,"Haven't had coffee, yet---starting to feel the caffeine headache coming on. "
0,Haven't had dinner yet. But I'm starving!  waiting for my bf to get back. Don't want to leave my dog home alone. I did that all day
0,Havent had internet 4 a week  no  XBL
0,"Haven't had much 2 say lately. Not feeling my usual, positive self  WHATS WRONG WITH ME!!!!"
0,"Haven't had my brunch yet, walking long road from the mosque in a this sunny day made me almost black out!! God turn on the AC please.. "
0,Haven't has anything to eat yet today. Fucking starving. Where is everyone 
0,Haven't heard anything from hubby. Must mean he's had a really bad pain day. I don't even know if the surgery is going forward. No info. 
0,Haven't heard from @nicholasddrew all day long 
0,Haven't heard new Mariah yet! 
0,"Havent left the house yet, its raining now  i shouldve left earlier, i was afraid of my brother waking up too early &amp; finding me gone."
0,haven't pack anything 
0,"Haven't paid council tax for the 2 years ive been in my flat, &amp; just got the bill... ouch.. massively epic fail "
0,haven't played my wii in about 2 months. Decided to play LEGO Batman I got for my birthday today - wiimotes now have no battery charge! 
0,"haven't really decided whether to use twitter, but decided to 'reserve' my user name first.. but unfortunately 'bpeng' has been taken "
0,havent really slept any...looks like im not getting up in the morning 
0,"Haven't really updated in a min, haven't been doing anything so interesting lately haven't had any sudden theories I feel so unpreductive "
0,"haven't received a mobile tweet all day wtf, tmobile mustve realized my friends are raging twitterwhores and just blocked all my txts "
0,havent received one message  
0,Haven't seen a sign of @timvdl at twitter for days 
0,havent seen it in ages 
0,Haven't seen much pics from there either; now I got a link from @ropemarks and behind a friggin' firewall at work. So far for pr0n @ work 
0,Haven't seen my boys for 10 days  A levels suck right now
0,Haven't seen my pussy since yesterday morning. 
0,Haven't sent a tweet in a while... Not doing much today... Didn't even go to the gym... My head is KILLING me 
0,haven't sign in for so long.. 
0,haven't slept 
0,Haven't slept in days... 
0,havent tooken any pictures of people in a while. well i cant really find my camera 
0,Haven't tweeted all day! Bored 
0,"haven't tweeted for a while.... ugh  i miss my kitten, its at my sisters. POOPIE"
0,"havent tweeted in a few days  oh well, LAKERS WON THE CHAMPIONSHIP!!!!!"
0,havent tweeted in forever! back from seattle...it didnt rain once there  glad to b home. missed uuuuuuu
0,havent tweeted in forever!!  im so sorry..
0,haven't tweeted in like a day.  so here goes...
0,havent twitterd in a while..........also havent heard any intresting news lately....life is boreing at times 
0,Haven't twittered as much today  well at the movies now going to watch the proposal expecting some laughteeer! Buying candy to get hyper!
0,Haven't twittered in 2 days... My internet is down and now Im here in my aunt's house... 
0,"Haven't twittered in a while i was so busy at the workhouse, and i got a meeting afterwards  i'll tell u how it goes."
0,Haven't twittered in foreva. Feeling like vomiting after eating my cupcake 
0,Havent twittered much recently either (@namesy) but my life is much more boring than his is! 
0,Haven't updated in a while.... Still sick. 
0,havent updated in a whileee   but waduppp my twitterersssss :p
0,Haven't updated my twitter a lot today. 
0,"haven't updated, twitter app won't work on my phone!!! "
0,Haven't went to bed.  This is bad.
0,Haven't won a #threadless shirt for #threadless Thursday. Sad.  I even wore my birdhotel shirt.
0,havex just ended partying with her assesin girl 
0,"Havig trackball issues with my Blackberry.  Can only scroll left, right, and down "
0,Havin a bad day  someone needs to make me smile.
0,"Havin' a lazy night in---I need it, haha! B/w our dog and Father's Day, I'm bummin' hardcore, missin' my Dad  xoxo"
0,Havin headache nw. Help? 
0,havin lunch w/o my sweetie...   wishin he waz here!!!!
0,havin my lunch... instant noodles... so bad 
0,Havin recordin issues 
0,Havin trouble pickin a dress 
0,having a 3rd cup of coffee.  College world series was on till midnight and 5am rolls around real fast.  
0,Having a 9-5 job sucks 
0,"having a bad breakout, bad hair day, and feeling cold (possibly sick even. "
0,having a bad case of the Mondays. 
0,Having a bad day because of my parents....   
0,having a bad day so far 
0,Having a bad day! It was so sunny out and I had to stay inside so I pouted all day 
0,"having a bad hair month, I've got to get a job "
0,Having a bad morning. Really just needs him 
0,having a bad night..ugh 
0,having a bad poker connection. 
0,having a BBQ at my house with a bunch of boring ppl  save me.
0,"Having a BBQ tonight, but it looks like it's going to rain then... "
0,having a BIG BLUE monday mood now 
0,Having a big migraine and have to be at school all day for judging the hairdresser exam.. This is going to be a bad day... 
0,having a bit of a breakdown and don't know what to do except pray.  i'm ready for some easier times to come around...
0,Having a bit of trouble with the email feature. 
0,Having a boo-hoo day. Things just suck today 
0,Having a boring day 
0,having a break from that advancing physics 
0,having a breakdown.  
0,Having a chocy craving &amp; don't have any...sad  
0,Having a clear out of spam followers. Feel suddenly unpopular 
0,having a coffing fit   i can hear joel n az laughing downstairs..mayb i will join them
0,Having a cold + 37 weeks pregnant = totally sucks! 
0,having a cough.. i think i'm gonna be sick soon  nights people! i gotta go to bed now.
0,having a coughing fit at this precise moment in time 
0,Having a crappy morning so far 
0,"having a cup of tea and nursing poorly boy, sleepy girl, a hangover (level 9) and a really sore back....and it bloody raining "
0,Having a damn fever 
0,"Having a day off work/Belgian bankHoliday today but I have to be stuck somewhere else than my home. It sucks! No tv, no bed, no laptop! "
0,Having a day off. I think this bug finally got me good. 
0,Having a difficult summer 
0,having a discussion about which decade provided us with the best music. I say the 80's but everyone else seems to be disagreeing with me 
0,"having a discussion about which decade provided us with the best music. I say the 80's, but everyone else seems to be disagreeing with me "
0,having a down day 
0,Having a fabulous day!!! Except losing the WEC tix  haha but I will still watch Faber and Pulver win!!! woohoo for fights this weekend!!!
0,Having a fams reunion without arby  and waiting for Gavin to sign up to twitter
0,Having a fantastic time relaxing and visiting with @James_Robb and the family... not looking forward to going back to work this week! 
0,Having a few drinks with my mommies @BecagirlA4 and @Beca1girl . But after 2 shots I am still feeling extra sober!!  Round 3????
0,"gonna have to find a way to entertain myself - flight delayed, suspose to be in ATL @ 1:49, not leavimg Akron until 2:30. "
0,gonna have to watch cma awards online  but i get to play HOCKEY! wooohoo
0,Gonna head out to eat some Korean BBQ... sucks some of my favorite peeps won't be able to make it. 
0,gonna hit up texas childrens after school today.. jr is still sick 
0,Gonna leave to pick up winston..poor baby lost his manhood today 
0,Gonna look for an SLR later. I should've signed up for LabTech earlier. 
0,"Gonna make some herbal tea, maybe that will make me feel better...   "
0,gonna meet up with the bestie tonight then home to watch the hills finale 
0,gonna miss aids walk again....boo 
0,Gonna miss Billy  while hes in Galena... early bedd night!
0,gonna miss her for two whole weeks...waaaaah! 
0,gonna miss my ams. won't see him for two weeks 
0,gonna miss my girl sarah  ....but im stoked for gabby's party! woop woop!
0,gonna miss the seniors 
0,gonna miss them 
0,gonna miss you my love 
0,gonna pass out after the meal .. Hff have 2 drive home 
0,gonna pick up BJ and go to the river. gotta close the resteraunt tonight though.  
0,Gonna play it a little bit as evil then take it back cause it's been 7 days 
0,gonna play the sims 3 and make roleplay characters. since my sims 2 game got deleted 
0,Having a fight with BB media loader.....and loosing. 
0,Having a fight with lil bro. I want his chippy. 
0,Having a fight with my best friend is making me sad 
0,"having a friend suggest tying me down sounds good, until she reveals it involves forcibly watching a chick flick. "
0,"having a frustrating day. Being asked to prove something that is next to impossible. Have a few more options to check out, hope they help "
0,"having a garage sale, and its a rainy day "
0,HAVING A GLASS OF WINE FEELIN REAL NICE RITE NOW ONE THING IS MISSING 
0,"having a good day!! Got plenty of rest, got served breakfast in bed...too bad I have to go to work pretty soon "
0,Having a good talk with janelle. Wish i could've seen brett.. 
0,Having a gorgeous day ... Except the Internet is down at work which means I'll be filing all day  thank God for my iPhone
0,gonna practice... still no kids 
0,"Gonna read a bit , befor im forced to go to school "
0,gonna say goodbye to Julie before she leaves to France 
0,Gonna see Night at the Museum in Anchorage.  Leaving in 27 hours 
0,gonna see the Back To The Future trilogy tonight at the New Beverly..... im so pissed i missed Christopher Loyd last night 
0,Gonna set up today with laptop to work in bed. Storms + dogs = they feel safer under the covers. Baby Mac slow compared to Mac Lovin. 
0,Gonna sit outside &amp; read more of my book with some chocolate! Diet starts tomorrow though :S Killed a bumblebee by accident. I feel awful 
0,gonna spend over $100 on presents today 
0,gonna spend some quality time with the Ohioans tmrw. They leave thursday 
0,Gonna spend the night in the hospital with my mommy... nothing exciting! 
0,gonna start doing my work na.  darn. bye twitter
0,Gonna start packing today only a week left in halls 
0,"Gonna start rummaging round the flat for things to sell on eBay, first thing to go is my 5G iPod, new iPhone will make it redundant "
0,gonna start some c/w now 
0,Gonna stay at home and rot. Not going anymore!!! Shucks. Dinner? 
0,Gonna stay over at grandma's for a while. Possibility of having no network is high. 
0,Gonna stay up all night wit sum of my friends crashed 
0,"gonna stay up late doing things i should've done weeks ago.  then waking up at 5am for the detail. UGH. Responsibility, I hate you."
0,Gonna sunbathe then I will eventually have to revise 
0,Gonna take a nap before going to the doctor. I have to caffeine fast for tests and my head is killing me. 
0,Gonna take a nap wit my hubby b4 he goes 2 work! 
0,Gonna take a nap...I'm tired and I have to be out late tonight and then wake up super early tomorrow 
0,Gonna take another pic that one was too blurry 
0,Gonna take Brooke to the DR for her lip now 
0,Gonna take my ass to bed its gonna be a long and borin ass day miss my baby already and its only been one day           *Imma Sucka 4 Luv*
0,Gonna take my shower...and attempt to go to bed early (for me lol)...workin at 8 
0,Gonna try 2 sleep. Damn GarageBand next to me won't let me tho 
0,"having a great time on vacation, sure as heck don't want to go to work on tues. "
0,having a hangover...arghhhhhhh 
0,having a hard couple of days  find out if my grandfather lives or dies tomorrow
0,"Having a hard time falling back to sleep, all thanks to my hurting throat and non stop coughing  I have work later"
0,having a hard time reconstructing my multiply 
0,Having a hard time taking pics today  http://sml.vg/F4b9tZ
0,Having a hard time thinking about leaving D. I know Allie will take care of him..just sad that I won't see him for 10 days. I'll miss him 
0,having a harsh afternoon or work. nothing going as planned 
0,having a head ache 
0,Having a headache (the real one) + headache (due to work) 
0,Having a headache right now... Pain... Taken one panedol pill. 
0,having a headache. 
0,having a healthy day today ooh banana how exciting! 
0,Having a hell of a day and its not even 1pm yet. 
0,Having a he'll of a time except it's raining. 
0,having a huge 
0,"having a huge headache right now, but cant (dont want to) drink medicine, i just need my mahal then ill be fine.. 2 more hours "
0,Having a HUGE unknown man wearing just pants in the house in the morning is more than I can stand. I can't wait to move from here!! 
0,Having a lonely twitter account 
0,having a LOT of trouble getting cafs finished  #highschool
0,Having a LOTR marathon...on my own 
0,gonna try and have a bath  #multiple sclerosis
0,gonna try and relax ....Parents coming down for a cookout ...then Ryan is working off duty 
0,Gonna try my hand at the Main Event races and Face the Ace freerolls.  Gotta love the donkeys. 
0,Gonna try n fall back 2 sleep! Dream of my &quot;dude&quot;...wherever he may be 
0,"gonna try SAVE some money this week. ehhh maybe not! night, im shattered. could murder a kings "
0,Gonna try to enjoy the weekend. and not have dad drive me insane. I also broke my spot-bot carpet cleaner 
0,Gonna try to fall asleep again. Can't imagine not sleeping tonight. 
0,gonna try to get some sleep in this hotel room 
0,Gonna try to go to bed 'early' unless someone calls me...but i think they forgot 
0,"Gonna try to go to bed now...too much on my mind, no one to listen "
0,gonna TRY to go to sleep...:sigh: i doubt it will work...somethings missing! a VERY VERY VERY important something! 
0,Gonna try to sleep now... Doubt it will happen   #squarespace
0,Gonna try to sleep. Hopefully I can sleep  The early bird catches the early worm right!? something like that :T
0,"Gonna turn in for the night, got school tomorrow       "
0,gonna turn my laptop off. it's screaming in anger at me 
0,"Gonna venture downstairs to begin the sewing of B's Halloween costume. Boy, I hope I don't mess it up. I fear zippers though! "
0,"Gonna watch Film and Go sleep- I am not well at all atm   Seeing doctor tomorrow. Until then, painkillers!!"
0,Gonna watch some TV... The N is getting better than Disney Channel   (I can't believe I just said that!!) lol
0,gonna watch the big bang theory now. Terminator was full of clichees 
0,gonna watch the man u match and gna laze abwt soo triedd relee hurt my leg at futy last nitee 
0,"gonna watch the MTV awards, too bad I'm not there! "
0,Gonna watch the wolverine movie. Hopefully it will be awesome.  if not.  .
0,"Gonna work out with my boyfriend now. I hope he doesn't try to compete with me. Just to let yall know,he's twice my size.  tranDIAMONDS"
0,Gonnna see england play rugby - in this cold weather - not looking forward to it 
0,"Good  night/morning, busy day today  and I am not happy camper "
0,"Good (Rainy) Morning, Tweeple! "
0,"Good 1st try, pity it was for SA "
0,Good acts so far. Cringing for when Hollie's on though 
0,Good afternoon folks. Its miserable weather today again. It started off okay but its now gone cloudy &amp; grey 
0,Good Afternoon juss woke up (: and now cleaning my room. . . .  ahh im so tired 
0,good afternoon ladies and gents..... let my day begin (i sleep in too much) 
0,Good Afternoon Twitter! It is a Beautiful day outside and I am stuck at work  for those who are not...enjoy the lovely day!
0,Good afternoon twitters just got up. what can I  do today I'm so tired of being bored 
0,"good afternooon, bout to shower to start my day. have lunch with my brother &amp; mommy. summer school tmrw, FOR SURE JEREMY. hahah. "
0,Good AM twitter fam had a wonderful dream last nite hope it comes true!  on my way 2 the gym 1st i have to sit in traffic in the rain 
0,good books have split up 
0,good bye :/ i will go to holiday! @Mervem ?§ok ??zlicem. 
0,good bye computer 
0,Good bye everyone I'm off to hawaii for a week and I won't have my phone so no twitter 
0,Good bye everyone.. Won't see u or talk to u in a week..... I'll miss y'all 
0,good bye Fernando Pe?±a....   We miss you!
0,good bye London  and heellllooooo L.A!!! haha ;)
0,"Good bye Mr. Pe?±a all Argentina will miss you  Cag?3 fuego el Pe?±a, todo mal "
0,Good bye RHJ 
0,Good bye to who mami??   
0,good day 2day! very tierd now plus lots of studying ahead really cnt be botherd! Back to classes 2moro will suck! 
0,good day at school today. i lolled alot. now my tummy hurts 
0,good day for Red Bull and bad record for Ferrari 
0,GOOD DAY FOR WATCH MOVIES WITH A FRIEND.. I MISS YOU BFF 
0,Good day gone horrible. Watching &quot;Seven Pounds.&quot; I need better friends. 
0,Good day turning bad .    
0,"good day with kids - thanks maryn! swimming tonight and no nick tomorrow  I will make it through the day, i will make it through the day.."
0,"Good day. A coffee date followed by Cahill magic. Oh, iPhone software update is out tm too, yay! Only issue? Can't get any decent sleep "
0,Good Day. Bored sick kid at home. no running until L gets home  
0,good days never stay good. 
0,Good early morning! Jj is not feeling well  keeping him company.
0,"good effort, magic "
0,good evening.. i h8 sore throat .. it can't make me eat well 
0,good food. finally cooling down.  want to chill out...still have cruising to do. 
0,good game magic 
0,Good gawd my kitchen is grosser then I thought it would be 
0,"good god I ache! I might need a gallon of codliver oil 2morrow to walk!Comp was fun, good fights but we didn't win   I fancy it nxt time!"
0,Good GOD I just walked around that entire mall in HEELS. On to! Chik-Fil-A. I wants foods 
0,Good golly long night. Couldn't sleep.  on the phone w phone company hate this music Wtf Wtf
0,Good grief---butter fiasco from other day is coming back to haunt me. Keyboard not working well and #9 key just fell off (bracket broke) 
0,Good idea-wear a pair of jeans you haven't worn in a while. Bad idea-pick the pair that's meant to be thrown away coz they have a hole. 
0,"Good laugh at Forest away, shame about result and that Dad couldn't go though  Liam made me miss the start of the match :-/ grrrr"
0,"Good lineup. But after the excitement of Monkeys and Chiefs wears off, all I can focus on is the lack of Lily, Franz, Verve, Blur, YYY's "
0,GOOD LORD I killed it!  (Computer)...  Ohhhhh.... It's going to be a long night.  
0,Good lord I really need to get my act together and get that wsus server up this dsl is horrible!!!  Comn bell what hpned to standards 
0,Good lord something here smells unspeakable. 
0,"good lord, just seen the agency work for our upcoming Open Day. Money for Jam "
0,Good luck Candice! was actually looking forward to your return 
0,good luck good luck good luck good luck good luck 
0,Good luck to @suvrobanerji @cmillweard @lyndeybrock with their internships starting tomorow! I miss NY 
0,"Good luck to Falkirk and Everton *thumbup* (via @Jagstwit) - Oops, sorry Bairns and Toffees "
0,"good luck, @gutacohen, @milatravi and @marigfontoura ! "
0,good marks in school is pretty amazing but 2morrow big maths-classtest (called zentrale klassenarbeit) and I've got fear 
0,Good meal but sore company.. Or maybe that's just because I'm sick and feeling generally unwell 
0,"good meeting ths morning w/ the the Phenom dev guys, lots of fun playing golf w/ beverages, bummed i got a migraine &amp; lost my keys though "
0,Good Monday morning! Beautiful day except for the fact that Ritz is off this morning.  Think it's from wet feet for 3 days due to rains.
0,Good Monday morning--not really.  My cell phone just died.  UGH!!!! 
0,Good Monday! I'm having a bad/sad monday  Hoping it gets betterrr! This weather is not Helping !
0,good mood gone (it better comes back soon) right now i feel rubbish 
0,Having a MAJOR chocolate craving. I just inhaled a $5 chocolate bar and want another 3 
0,having a man-flu  hardly anything else can be worse than that...
0,Having a Me Day &gt;&gt; 
0,having a mild attack of gastritis. hmph. stomach hurts  stupid gastric pain.
0,Having a minor freakout.. 
0,"Having a movie night, good sleep. Then, a stack of work to do tomoz. Just wish my serial killer movies had arrived "
0,Having a nice night after gig until it gets ruined by Pervy blokes  humph!   can't dance and have fun with Pervy drunken blokes 
0,Having a nice summer! but it?′s not very warm 
0,Having a non impressive wednesday evening.. 
0,Having a nurse come today to give me supplies for cemo at home  This cancer thing really just blows.
0,having a pathetic day -_-&quot; 
0,Having a personal assistant would be great about now. REALLY GREAT. Nothing is getting done by ME!!  
0,"Having a phone without a camera, is like having pancakes without syrup "
0,Having a problem connecting to my office computer.  The slightest weather disruption causes this 
0,Having a really bad and depressing day 
0,having a really bad day. 
0,Having a really stressful day trying to get everything lined up before I go on vacation... 
0,Good morn tweet fam...walked/ jogged the dog..its 79 degrees w/out sun 
0,GOOD MORNIN ho bags!! lots of ish to do today  im getting started... now.
0,Good mornin tweets!!! On my way to Toby Loves video shoot... Super tired 
0,Good mornin' tweets.  Mourning the loss of my Auntie Dalin.  I can't believe she's gone.  How do you tell kids about this?  
0,good mornin twitdolls .. oh no! rain again 
0,good mornin twitter! Kids are gone overnight and I dont know what to do with myself.  Well I do have homework to do..... 
0,good morning 
0,Good morning  Got a busy day ahead 
0,"good morning - i am going for a run this morning, then its off to the dentist for some drilling "
0,"good morning  I love sundays, but there is one thing about them I don't like.. Sunday... just one day away from monday "
0,good morning  off to the doctors to get my jaw adjusted.... 
0,Good Morning !  Yeahh. Just getting ready for school. 
0,"having a really-difficult-toddler day. all treats withdrawn, including going out. which means we're confined in the house with him, too. "
0,having a sad day 
0,Having a sad moment 
0,Having a sandwich sitting on my desk waiting for lunch time is now making me very hungry 
0,having a serious case of the Monday blues.... 
