-0.295805	-0.214137	0
0.244760	0.265173	1
-0.244760	-0.265173	0
0.186962	0.303147	1
-0.186962	-0.303147	0
0.125098	0.327212	1
-0.125098	-0.327212	0
0.061894	0.337147	1
-0.061894	-0.337147	0
-0.000011	0.333333	1
0.000011	-0.333333	0
-0.058162	0.316710	1
0.058162	-0.316710	0
-0.110398	0.288708	1
0.110398	-0.288708	0
-0.154926	0.251167	1
0.154926	-0.251167	0
-0.190382	0.206232	1
0.190382	-0.206232	0
-0.215868	0.156247	1
0.215868	-0.156247	0
-0.230974	0.103635	1
0.230974	-0.103635	0
-0.235768	0.050795	1
0.235768	-0.050795	0
-0.230769	-0.000010	1
0.230769	0.000010	0
-0.216903	-0.046748	1
0.216903	0.046748	0
-0.195432	-0.087707	1
0.195432	0.087707	0
-0.167889	-0.121538	1
0.167889	0.121538	0
-0.135977	-0.147320	1
0.135977	0.147320	0
-0.101492	-0.164567	1
0.101492	0.164567	0
-0.066228	-0.173230	1
0.066228	0.173230	0
-0.031883	-0.173682	1
0.031883	0.173682	0
0.000006	-0.166667	1
-0.000006	0.166667	0
0.028143	-0.153247	1
-0.028143	0.153247	0
0.051520	-0.134730	1
-0.051520	0.134730	0
0.069451	-0.112592	1
-0.069451	0.112592	0
0.081592	-0.088385	1
-0.081592	0.088385	0
0.087946	-0.063655	1
-0.087946	0.063655	0
0.088837	-0.039858	1
-0.088837	0.039858	0
0.084877	-0.018285	1
-0.084877	0.018285	0
0.076923	0.000003	1
-0.076923	-0.000003	0

0.971354	0.209317	1
-0.971354	-0.209317	0
0.906112	0.406602	1
-0.906112	-0.406602	0
0.807485	0.584507	1
-0.807485	-0.584507	0
0.679909	0.736572	1
-0.679909	-0.736572	0
0.528858	0.857455	1
-0.528858	-0.857455	0
0.360603	0.943128	1
-0.360603	-0.943128	0
0.181957	0.991002	1
-0.181957	-0.991002	0
-0.000003	1.000000	1
0.000003	-1.000000	0
-0.178211	0.970568	1
0.178211	-0.970568	0
-0.345891	0.904630	1
0.345891	-0.904630	0
-0.496812	0.805483	1
0.496812	-0.805483	0
-0.625522	0.677640	1
0.625522	-0.677640	0
-0.727538	0.526630	1
0.727538	-0.526630	0
-0.799514	0.358760	1
0.799514	-0.358760	0
-0.839328	0.180858	1
0.839328	-0.180858	0
-0.846154	-0.000007	1
0.846154	0.000007	0
-0.820463	-0.176808	1
0.820463	0.176808	0
-0.763975	-0.342827	1
0.763975	0.342827	0
-0.679563	-0.491918	1
0.679563	0.491918	0
-0.571120	-0.618723	1
0.571120	0.618723	0
-0.443382	-0.718880	1
0.443382	0.718880	0
-0.301723	-0.789150	1
0.301723	0.789150	0
-0.151937	-0.827540	1
0.151937	0.827540	0
0.000009	-0.833333	1
-0.000009	0.833333	0
0.148202	-0.807103	1
-0.148202	0.807103	0
0.287022	-0.750648	1
-0.287022	0.750648	0
0.411343	-0.666902	1
-0.411343	0.666902	0
0.516738	-0.559785	1
-0.516738	0.559785	0
0.599623	-0.434030	1
-0.599623	0.434030	0
0.657380	-0.294975	1
-0.657380	0.294975	0
0.688438	-0.148340	1
-0.688438	0.148340	0
0.692308	0.000012	1
-0.692308	-0.000012	0
0.669572	0.144297	1
-0.669572	-0.144297	0
0.621838	0.279050	1
-0.621838	-0.279050	0
0.551642	0.399325	1
-0.551642	-0.399325	0
0.462331	0.500875	1
-0.462331	-0.500875	0
0.357906	0.580303	1
-0.357906	-0.580303	0
0.242846	0.635172	1
-0.242846	-0.635172	0
0.121920	0.664075	1
-0.121920	-0.664075	0
-0.000011	0.666667	1
0.000011	-0.666667	0
-0.118191	0.643638	1
0.118191	-0.643638	0
-0.228149	0.596667	1
0.228149	-0.596667	0
-0.325872	0.528323	1
0.325872	-0.528323	0
-0.407954	0.441933	1
0.407954	-0.441933	0
-0.471706	0.341433	1
0.471706	-0.341433	0
-0.515245	0.231193	1
0.515245	-0.231193	0
-0.537548	0.115822	1
0.537548	-0.115822	0
-0.538462	-0.000013	1
0.538462	0.000013	0
-0.518682	-0.111783	1
0.518682	0.111783	0
-0.479702	-0.215272	1
0.479702	0.215272	0
-0.423723	-0.306732	1
0.423723	0.306732	0
-0.353545	-0.383025	1
0.353545	0.383025	0
-0.272434	-0.441725	1
0.272434	0.441725	0
-0.183971	-0.481192	1
0.183971	0.481192	0
-0.091906	-0.500612	1
0.091906	0.500612	0
0.000012	-0.500000	1
-0.000012	0.500000	0
0.088177	-0.480173	1
-0.088177	0.480173	0
0.169275	-0.442687	1
-0.169275	0.442687	0
0.240400	-0.389745	1
-0.240400	0.389745	0
0.299169	-0.324082	1
-0.299169	0.324082	0
0.343788	-0.248838	1
-0.343788	0.248838	0
0.373109	-0.167412	1
-0.373109	0.167412	0
0.386658	-0.083308	1
-0.386658	0.083308	0
0.384615	0.000012	1
-0.384615	-0.000012	0
0.367792	0.079267	1
-0.367792	-0.079267	0
0.337568	0.151490	1
-0.337568	-0.151490	0
0.295805	0.214137	1
-0.295805	-0.214137	0
0.244760	0.265173	1
-0.244760	-0.265173	0
0.186962	0.303147	1
-0.186962	-0.303147	0
0.125098	0.327212	1
-0.125098	-0.327212	0
0.061894	0.337147	1
-0.061894	-0.337147	0
-0.000011	0.333333	1
0.000011	-0.333333	0
-0.058162	0.316710	1
0.058162	-0.316710	0
-0.110398	0.288708	1
0.110398	-0.288708	0
-0.154926	0.251167	1
0.154926	-0.251167	0
-0.190382	0.206232	1
0.190382	-0.206232	0
-0.215868	0.156247	1
0.215868	-0.156247	0
-0.230974	0.103635	1
0.230974	-0.103635	0
-0.235768	0.050795	1
0.235768	-0.050795	0
-0.230769	-0.000010	1
0.230769	0.000010	0
-0.216903	-0.046748	1
0.216903	0.046748	0
-0.195432	-0.087707	1
0.195432	0.087707	0
-0.167889	-0.121538	1
0.167889	0.121538	0
-0.135977	-0.147320	1
0.135977	0.147320	0
-0.101492	-0.164567	1
0.101492	0.164567	0
-0.066228	-0.173230	1
0.066228	0.173230	0
-0.031883	-0.173682	1
0.031883	0.173682	0
0.000006	-0.166667	1
-0.000006	0.166667	0
0.028143	-0.153247	1
-0.028143	0.153247	0
0.051520	-0.134730	1
-0.051520	0.134730	0
0.069451	-0.112592	1
-0.069451	0.112592	0
0.081592	-0.088385	1
-0.081592	0.088385	0
0.087946	-0.063655	1
-0.087946	0.063655	0
0.088837	-0.039858	1
-0.088837	0.039858	0
0.084877	-0.018285	1
-0.084877	0.018285	0
0.076923	0.000003	1
-0.076923	-0.000003	0

				

